id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_complexity_base,adaptive_quant_contrast_base,auto_level,bframe_pyramid,bitrate_buffer,black_normalization_level,cabac,color_range_and_coeffients,drop_frame_time_code,field_order,fixed_iframe_distance,hrd_conformance,idr_rate,interlace_mode,level,max_bframe_size,max_brframe_size,max_iframe_size,max_pframe_size,number_of_bframes,number_of_reference_frames,number_of_slices,performance,pixel_aspect_ratio,profile,use_bslice_as_reference,vbv_buffer_initial,vbv_buffer_target
153,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
154,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
155,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
156,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
157,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
158,MPG_Apple_HLS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,125%,BitRateModeOnePassCBR,10,384x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
159,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
160,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
161,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
162,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
163,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
164,MPG_Apple_HLS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Apple HLS.Short Form","MCptAAC ",ChannelModeStereo,64000,"",44100,16,"MCpt264 ",110000,150%,BitRateModeOnePassCBR,10,512x288,2/Seconds,True,0,0,0,True,False,13744,True,,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,3.1,0,0,0,0,0,,0,10,"Square Pixels",Baseline,False,0,100
195,MPG_TS_h264_DolbyDigital_23.98_1080i.spfx,"1920x1080i at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1920x1080,300/Frames,True,0,0,0,True,False,2475000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Interlaced,4.0,0,0,0,0,1,4,1,10,"Square Pixels",High,True,0,100
196,MPG_TS_h264_DolbyDigital_23.98_720p.spfx,"1280x720p at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1280x720,300/Frames,True,0,0,0,True,False,2475000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,4.0,0,0,0,0,1,4,1,10,"Square Pixels",High,True,0,100
197,MPG_TS_h264_DolbyDigital_29.97_1080i.spfx,"1920x1080i at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1920x1080,300/Frames,True,0,0,0,True,False,2475000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Interlaced,4.0,0,0,0,0,1,4,1,10,"Square Pixels",High,False,0,100
198,MPG_TS_h264_DolbyDigital_29.97_720p.spfx,"1280x720p at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1280x720,300/Frames,True,0,0,0,True,False,2475000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,4.0,0,0,0,0,1,4,1,10,"Square Pixels",High,True,0,100
199,MPG_TS_h264_DolbyDigital_59.94_720p.spfx,"1280x720p at 59.94fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,59.94,1280x720,300/Frames,True,0,0,0,True,False,2475000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",False,"Top Field First",True,False,1,Progressive,4.0,0,0,0,0,1,4,1,10,"Square Pixels",High,False,0,100
225,SWF_F9_SWF_h264_1200Kbps_480p.spfx,"h264 Flash player video for progressive download on fast Wi-Fi network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,128000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,600000,160%,BitRateModeTwoPassVBR,-1,852x480,10/Seconds,True,0,0,0,True,False,120000,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,2.1,0,0,0,0,0,2,0,10,"Square Pixels",Baseline,False,0,100
226,SWF_F9_SWF_h264_2000Kbps_720p.spfx,"h264 Flash player video for progressive download on slow broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,1800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,0,True,False,360000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,2.1,0,0,0,0,3,2,0,10,"Square Pixels",Main,False,0,100
227,SWF_F9_SWF_h264_3000Kbps_720p.spfx,"h264 Flash player video for progressive download on average broadband network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,160000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,2800000,160%,BitRateModeTwoPassVBR,-1,1280x720,10/Seconds,True,0,0,0,True,False,560000,True,CABAC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,2.1,0,0,0,0,3,2,0,10,"Square Pixels",Main,False,0,100
228,SWF_F9_SWF_h264_512Kbps_288p.spfx,"h264 Flash player video for progressive download on average 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,400000,160%,BitRateModeTwoPassVBR,-1,512x288,10/Seconds,True,0,0,0,True,False,80000,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,2.1,0,0,0,0,0,2,0,10,"Square Pixels",Baseline,False,0,100
229,SWF_F9_SWF_h264_768Kbps_360p.spfx,"h264 Flash player video for progressive download on fast 3g network connections.","Web.Progressive Download.Adobe Flash Video.Flash Player (.swf).F9 Progressive Download.h264",AACAudioCodec,ChannelModeStereo,96000,"Adobe Flash 9+ (MP4)",44100,16,MCptH264,600000,160%,BitRateModeTwoPassVBR,-1,640x360,10/Seconds,True,0,0,0,True,False,120000,True,CAVLC,"Range 16-235, ITU-R Rec. BT.470-2",,"Top Field First",True,False,1,Progressive,2.1,0,0,0,0,0,2,0,10,"Square Pixels",Baseline,False,0,100
