id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_contrast_base,ad_converter,adaptive_quant_complexity_base,alpha_deblocking,aspect_ratio,auto_key_frames_enabled,auto_key_frames,auto_key_frame_threshold,auto_level,automatic_settings_profile,bandwidth_filter,beta_deblocking,bframe_pyramid,bitrate_buffer,bitstream,bitstream_type,black_normalization_level,cabac,center_mix_level_loro,center_mix_level_ltrt,channemapping,color_depth,color_range_and_coeffients,compression_speed,constrained_quality_level,cpu_usage,crc,crf,cut_off_frequency,data_rate_automatic,decode_cpu_cores,dialog_normalization,dolby_surroundex,dolby_surround_mode,drop_frames_threshold,drop_frames_to_maintain_data_rate,drop_frames_watermark,drop_frame_time_code,enable_auto_alt_ref,encoder_mode,encode_type,encoding_threads,error_resilient,fake_interlaced,fast_decode,field_encoding,field_order,film_mode_frame_rate_conversion,fixed_iframe_distance,force_key_frame_every,frame_reordering,header_type,headphone_mode,hf_cut_off,hrd_conformance,idr_rate,input_filtering,input_filtering_dc_fitler,input_filtering_digital_deem_phasis,interlaced,interlace_mode,lagged_frames,level,lfe,lfe_low_pass_filter,line_mode_compression1,line_mode_compression2,max_bframe_size,max_brframe_size,max_iframe_size,maximum_buffer_size,maximum_quality,max_pframe_size,metadata,metadata_copyright_material,metadata_original_material,minimum_distance_to_key_frame,minimum_quality,mixing_level,motion_estimation_algorithm,motion_estimation_search_range,max_bit_rate_percent,noise_sensitivity,number_of_bframes,number_of_bpictures,number_of_reference_frames,number_of_slices,optimal_buffer_level,performance,pixel_aspect_ratio,preset,profile,quality,rate_control_resizing,rate_control_resizing_up_threshold,rate_control_resizing_down_threshold,rf_mode_compression1,rf_mode_compression2,room_type,set_key_frame_at_scene_change,sharpness,speed,starting_buffer_level,static_region_threshold,subpixel_motion_estimation,surround_channel,surround_channel_3d_attenuation,surround_channel_90degree_phase_shift,surround_mix_level_loro,surround_mix_level_ltrt,time_stamp_offset,tns,tune,two_pass_vbr_bias,two_pass_vbr_max_section,two_pass_vbr_min_section,under_shoot_pct,use_4mv,use_bslice_as_reference,use_deblocking_filter,use_intensity_compensation,use_variable_sized_transformation,vbv_buffer_initial,vbv_buffer_target,visual_tuning,write_hrd_parameter,write_seq_end_code,zero_latency
75,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
76,MP4_MS_IIS_h264_LF_16x9_720p.spfx,"h264 long form (More than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
77,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
78,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
79,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
80,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
81,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
82,MP4_MS_IIS_h264_LF_4x3_480p.spfx,"h264 long form (More than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
83,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
84,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
85,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
86,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
87,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
88,MP4_MS_IIS_h264_LF_MAR_720p.spfx,"h264 long form (More than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Long Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,CAVLC,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,3,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
89,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
90,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
91,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
92,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
93,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
94,MP4_MS_IIS_h264_SF_16x9_720p.spfx,"h264 short form (Less than five minutes).  For 16x9 HD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
95,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
96,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
97,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
98,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
99,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
100,MP4_MS_IIS_h264_SF_4x3_480p.spfx,"h264 short form (Less than five minutes).  For 4x3 SD content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,125%,BitRateModeOnePassCBR,-1,384x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
101,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
102,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
103,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
104,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
105,MP4_MS_IIS_h264_SF_MAR_720p.spfx,"h264 short form (Less than five minutes).  This preset will Maintain Aspect Ratio of the source content.  Connection speeds from slow DSL up to average broadband networks.","Web.Adaptive Bit Rate.Microsoft Smooth Streaming.Short Form",AACAudioCodec,ChannelModeStereo,64000,"Microsoft IIS Smooth Streaming",44100,16,MCptH264,110000,150%,BitRateModeOnePassCBR,-1,512x288,2/Seconds,True,0,0,,0,,,,,,True,,,,False,13744,,,True,,,,,,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,,,,,,,,,,,,,,,,"Top Field First",,True,,,,,,False,1,,,,,Progressive,,3.0,,,,,0,0,0,,,0,,,,,,,,,,,0,,,0,,10,"Square Pixels",,Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,100,,,,
